opportunity_id,cluster,center_lat,center_lon,total_orders,avg_daily_orders,demand_level,competitors_within_2km,nearest_competitor_km,opportunity_score,opportunity_level
OPP078,1,12.973251040471988,77.77533342981064,12,12.0,High,5,0.42,46.74418604651163,Medium Opportunity
OPP079,4,12.991469017222991,77.62833408203119,12,12.0,High,5,1.13,46.74418604651163,Medium Opportunity
OPP080,5,13.017769525884498,77.58213703812794,12,12.0,High,5,1.48,46.74418604651163,Medium Opportunity
OPP081,1,12.96445745791899,77.77511363281852,9,9.0,Medium,3,1.21,46.55813953488372,Medium Opportunity
OPP082,5,13.009397477189683,77.59048183294396,9,9.0,Medium,3,1.23,46.55813953488372,Medium Opportunity
OPP083,1,12.928632218272114,77.76532921028527,6,6.0,Medium,1,1.87,46.372093023255815,Medium Opportunity
OPP084,1,12.927845934423399,77.75561021856876,10,10.0,High,4,1.51,45.95348837209302,Medium Opportunity
OPP085,4,12.991030611215441,77.6571867832157,10,10.0,High,4,1.16,45.95348837209302,Medium Opportunity
OPP086,3,12.83676406877874,77.61907550823626,4,4.0,Medium,0,2.28,45.58139534883721,Medium Opportunity
OPP087,3,12.881221950855668,77.7005447818987,4,4.0,Medium,0,2.63,45.58139534883721,Medium Opportunity
OPP088,1,12.911081852635647,77.75843342327597,4,4.0,Medium,0,2.7,45.58139534883721,Medium Opportunity
OPP089,1,12.927921441275027,77.77478289803034,4,4.0,Medium,0,2.69,45.58139534883721,Medium Opportunity
OPP090,1,12.946498137195707,77.80512314284437,4,4.0,Medium,0,4.79,45.58139534883721,Medium Opportunity
OPP091,1,12.945358979796996,77.81243993707263,4,4.0,Medium,0,5.49,45.58139534883721,Medium Opportunity
OPP092,1,12.945867016699928,77.81922533903202,4,4.0,Medium,0,6.06,45.58139534883721,Medium Opportunity
OPP093,1,12.972260804342442,77.8059321519535,4,4.0,Medium,0,3.7,45.58139534883721,Medium Opportunity
OPP094,1,13.010577020129668,77.79230843044444,4,4.0,Medium,0,3.54,45.58139534883721,Medium Opportunity
OPP095,1,13.008525659115179,77.74873326801085,11,11.0,High,5,1.02,45.348837209302324,Medium Opportunity
OPP096,3,12.855413495420812,77.62734933901774,9,9.0,Medium,4,1.51,44.55813953488372,Medium Opportunity
OPP097,1,12.937662225788905,77.7477031328063,9,9.0,Medium,4,0.81,44.55813953488372,Medium Opportunity
OPP098,4,12.990721592817872,77.63749672089415,9,9.0,Medium,4,1.37,44.55813953488372,Medium Opportunity
OPP099,5,13.017446807214611,77.56366812999765,9,9.0,Medium,4,1.18,44.55813953488372,Medium Opportunity
OPP100,1,12.97309402299858,77.78342544981587,6,6.0,Medium,2,1.27,44.372093023255815,Medium Opportunity
OPP101,1,13.035911822473665,77.7651892552499,6,6.0,Medium,2,0.79,44.372093023255815,Medium Opportunity
OPP102,1,12.918391245986973,77.7771801157313,3,3.0,Medium,0,3.58,44.18604651162791,Medium Opportunity
OPP103,1,12.955682915782303,77.82300270964923,3,3.0,Medium,0,5.94,44.18604651162791,Medium Opportunity
OPP104,1,12.965918423808047,77.81885431193201,3,3.0,Medium,0,5.19,44.18604651162791,Medium Opportunity
OPP105,1,12.982988733962978,77.79335349429185,3,3.0,Medium,0,2.5,44.18604651162791,Medium Opportunity
OPP106,1,12.998883646422312,77.82190781142013,3,3.0,Medium,0,6.05,44.18604651162791,Medium Opportunity
OPP107,1,13.00915723918805,77.78367660612787,3,3.0,Medium,0,2.6,44.18604651162791,Medium Opportunity
OPP108,1,13.010627099308158,77.81533124381802,3,3.0,Medium,0,5.96,44.18604651162791,Medium Opportunity
OPP109,2,12.945912702348778,77.54570066104186,10,10.0,High,5,0.39,43.95348837209302,Medium Opportunity
OPP110,1,12.955021546977182,77.7486613366538,10,10.0,High,5,1.38,43.95348837209302,Medium Opportunity
OPP111,5,12.998826372200384,77.56466325782667,10,10.0,High,5,0.69,43.95348837209302,Medium Opportunity
OPP112,4,12.999410810492005,77.64627444934652,10,10.0,High,5,0.95,43.95348837209302,Medium Opportunity
OPP113,1,13.000618381685868,77.7649500411342,10,10.0,High,5,1.04,43.95348837209302,Medium Opportunity
OPP114,5,13.018020601045654,77.62685458038466,10,10.0,High,5,0.37,43.95348837209302,Medium Opportunity
OPP115,2,12.910499615640223,77.5351240149016,7,7.0,Medium,3,1.23,43.76744186046511,Medium Opportunity
OPP116,5,13.089834868051451,77.61062893397556,7,7.0,Medium,3,0.99,43.76744186046511,Medium Opportunity
OPP117,1,12.938321974392531,77.76783983177435,4,4.0,Medium,1,1.53,43.58139534883721,Medium Opportunity
OPP118,1,12.9631180953311,77.78400393395512,4,4.0,Medium,1,1.85,43.58139534883721,Medium Opportunity
OPP119,5,13.007852271278777,77.56335946232781,8,8.0,Medium,4,0.37,43.16279069767442,Medium Opportunity
OPP120,5,13.025535047688031,77.58257788642942,8,8.0,Medium,4,0.83,43.16279069767442,Medium Opportunity
OPP121,1,12.99834846488427,77.77584306191162,5,5.0,Medium,2,1.82,42.97674418604651,Medium Opportunity
OPP122,2,12.990778226359836,77.55358850258942,9,9.0,Medium,5,0.91,42.55813953488372,Medium Opportunity
OPP123,1,12.989939948010406,77.77450966264726,9,9.0,Medium,5,1.0,42.55813953488372,Medium Opportunity
OPP124,1,12.999261858332012,77.74959258527414,9,9.0,Medium,5,0.34,42.55813953488372,Medium Opportunity
OPP125,1,13.009163034579451,77.75722618372782,9,9.0,Medium,5,0.25,42.55813953488372,Medium Opportunity
OPP126,1,13.017922065778095,77.73915208707788,6,6.0,Medium,3,1.35,42.372093023255815,Medium Opportunity
OPP127,1,12.981512387642601,77.78668310859864,3,3.0,Medium,1,1.77,42.18604651162791,Medium Opportunity
OPP128,5,13.053670331604854,77.53379466078407,3,3.0,Medium,1,1.97,42.18604651162791,Medium Opportunity
OPP129,1,12.901582688152395,77.73154677789813,4,4.0,Medium,2,0.87,41.58139534883721,Medium Opportunity
OPP130,1,12.918717685933323,77.7200235788137,4,4.0,Medium,2,1.46,41.58139534883721,Medium Opportunity
OPP131,1,13.007546546171884,77.77607499157253,4,4.0,Medium,2,1.78,41.58139534883721,Medium Opportunity
OPP132,5,13.043759388301087,77.53462944719367,4,4.0,Medium,2,1.43,41.58139534883721,Medium Opportunity
OPP133,1,12.92814096679182,77.71220700014585,8,8.0,Medium,5,0.82,41.16279069767442,Medium Opportunity
OPP134,5,13.008696530287798,77.55296194559294,8,8.0,Medium,5,0.97,41.16279069767442,Medium Opportunity
OPP135,1,12.920332676576404,77.73083254394666,5,5.0,Medium,3,1.11,40.97674418604651,Medium Opportunity
OPP136,1,12.918698171520251,77.7465066056045,5,5.0,Medium,3,1.17,40.97674418604651,Medium Opportunity
OPP137,1,13.025753401951523,77.76598854076812,5,5.0,Medium,3,0.52,40.97674418604651,Medium Opportunity
OPP138,3,12.874574804363187,77.63693279376305,6,6.0,Medium,4,0.37,40.372093023255815,Medium Opportunity
OPP139,2,12.893862873161055,77.53690058147158,6,6.0,Medium,4,0.63,40.372093023255815,Medium Opportunity
OPP140,1,12.910025461765295,77.73907443701889,3,3.0,Medium,2,1.81,40.18604651162791,Medium Opportunity
OPP141,5,13.042153968854228,77.69060805217347,3,3.0,Medium,2,1.08,40.18604651162791,Medium Opportunity
OPP142,5,13.081098567097257,77.57441941560738,3,3.0,Medium,2,1.65,40.18604651162791,Medium Opportunity
OPP143,2,12.891444848917983,77.54403067373823,7,7.0,Medium,5,0.19,39.76744186046511,Medium Opportunity
OPP144,2,12.900196892906587,77.54547284568568,7,7.0,Medium,5,0.79,39.76744186046511,Medium Opportunity
OPP145,1,12.92758497903321,77.73915085985747,7,7.0,Medium,5,0.15,39.76744186046511,Medium Opportunity
OPP146,1,13.00957260124016,77.73124732956968,7,7.0,Medium,5,1.23,39.76744186046511,Medium Opportunity
OPP147,1,13.008515578218832,77.73805281571198,7,7.0,Medium,5,1.12,39.76744186046511,Medium Opportunity
OPP148,5,13.03617738578493,77.56231043963906,7,7.0,Medium,5,1.17,39.76744186046511,Medium Opportunity
OPP149,1,12.890927320323682,77.70925157257096,4,4.0,Medium,3,1.43,39.58139534883721,Medium Opportunity
OPP150,2,12.928083316938844,77.52325489453945,4,4.0,Medium,3,0.8,39.58139534883721,Medium Opportunity
OPP151,1,13.037148091899487,77.7588200392802,4,4.0,Medium,3,0.94,39.58139534883721,Medium Opportunity
OPP152,5,13.052223580514077,77.54395207455633,4,4.0,Medium,3,1.18,39.58139534883721,Medium Opportunity
OPP153,5,13.069635864177183,77.55488701173086,4,4.0,Medium,3,0.22,39.58139534883721,Medium Opportunity
OPP154,5,13.073705703114097,77.61135347643362,4,4.0,Medium,3,0.79,39.58139534883721,Medium Opportunity
OPP155,3,12.846963998765869,77.5904546433018,5,5.0,Medium,4,0.44,38.97674418604651,Medium Opportunity
OPP156,5,13.026882893695582,77.57387565319695,5,5.0,Medium,4,0.56,38.97674418604651,Medium Opportunity
OPP157,5,13.04403170997295,77.55428670870755,5,5.0,Medium,4,0.69,38.97674418604651,Medium Opportunity
OPP158,3,12.86436612454999,77.63641619127,6,6.0,Medium,5,1.51,38.372093023255815,Medium Opportunity
OPP159,3,12.874550212537889,77.56344435873346,6,6.0,Medium,5,0.75,38.372093023255815,Medium Opportunity
OPP160,1,12.98143748890223,77.77645750307981,6,6.0,Medium,5,0.88,38.372093023255815,Medium Opportunity
OPP161,5,12.997764355060552,77.57299807769168,6,6.0,Medium,5,0.6,38.372093023255815,Medium Opportunity
OPP162,1,13.001250844788208,77.75808470306352,6,6.0,Medium,5,0.82,38.372093023255815,Medium Opportunity
OPP163,5,13.007392060779182,77.54645179563896,6,6.0,Medium,5,0.53,38.372093023255815,Medium Opportunity
OPP164,5,13.063713668843283,77.62839576931816,6,6.0,Medium,5,0.69,38.372093023255815,Medium Opportunity
OPP165,3,12.855479515089613,77.57259714630769,3,3.0,Medium,3,0.96,38.18604651162791,Medium Opportunity
OPP166,3,12.876943619776105,77.55458052087596,3,3.0,Medium,3,0.97,38.18604651162791,Medium Opportunity
OPP167,1,12.910908361379569,77.72097841124332,3,3.0,Medium,3,1.04,38.18604651162791,Medium Opportunity
OPP168,1,12.92080437254102,77.73688070469917,3,3.0,Medium,3,0.65,38.18604651162791,Medium Opportunity
OPP169,2,12.937219405609278,77.52582409861787,3,3.0,Medium,3,1.06,38.18604651162791,Medium Opportunity
OPP170,2,12.943714922147814,77.51854816241237,3,3.0,Medium,3,1.26,38.18604651162791,Medium Opportunity
OPP171,5,13.012110939753045,77.51844986116872,3,3.0,Medium,3,1.41,38.18604651162791,Medium Opportunity
OPP172,1,13.007883956418276,77.76735441158371,3,3.0,Medium,3,0.83,38.18604651162791,Medium Opportunity
OPP173,5,13.071321091209464,77.61732625455555,3,3.0,Medium,3,1.01,38.18604651162791,Medium Opportunity
OPP174,5,13.089149911625578,77.59149471795531,3,3.0,Medium,3,1.08,38.18604651162791,Medium Opportunity
OPP175,2,12.898694359122596,77.53347563835987,4,4.0,Medium,4,1.21,37.58139534883721,Medium Opportunity
OPP176,1,12.929255449277404,77.74867375983807,4,4.0,Medium,4,0.89,37.58139534883721,Medium Opportunity
OPP177,2,13.000156669374178,77.52666551447055,4,4.0,Medium,4,0.57,37.58139534883721,Medium Opportunity
OPP178,1,13.017572941024666,77.7290799332355,4,4.0,Medium,4,0.58,37.58139534883721,Medium Opportunity
OPP179,1,13.035379001181669,77.71985129570875,4,4.0,Medium,4,1.04,37.58139534883721,Medium Opportunity
OPP180,5,13.107384753024718,77.5996798624478,4,4.0,Medium,4,1.68,37.58139534883721,Medium Opportunity
OPP181,2,12.980644710115183,77.55597442573739,5,5.0,Medium,5,0.56,36.97674418604651,Medium Opportunity
OPP182,5,13.063726009054301,77.59042728291008,5,5.0,Medium,5,1.12,36.97674418604651,Medium Opportunity
OPP183,5,13.062339427712999,77.59988811815913,5,5.0,Medium,5,1.08,36.97674418604651,Medium Opportunity
OPP184,3,12.845675789848578,77.58164507778555,3,3.0,Medium,4,0.97,36.18604651162791,Medium Opportunity
OPP185,2,12.88439967128013,77.54349246148696,3,3.0,Medium,4,0.28,36.18604651162791,Medium Opportunity
OPP186,1,12.912489851787702,77.72945895748154,3,3.0,Medium,4,1.35,36.18604651162791,Medium Opportunity
OPP187,2,12.916157427293305,77.53400649681241,3,3.0,Medium,4,1.27,36.18604651162791,Medium Opportunity
OPP188,4,13.007353289826968,77.69343695256397,3,3.0,Medium,4,1.27,36.18604651162791,Medium Opportunity
OPP189,5,13.02082698752399,77.5275584747903,3,3.0,Medium,4,1.14,36.18604651162791,Medium Opportunity
OPP190,1,13.038761965858393,77.74930340538488,3,3.0,Medium,4,1.2,36.18604651162791,Medium Opportunity
OPP191,5,13.044530963332926,77.65718640157061,3,3.0,Medium,4,1.06,36.18604651162791,Medium Opportunity
OPP192,5,13.07017158720925,77.58193626881355,3,3.0,Medium,4,0.32,36.18604651162791,Medium Opportunity
OPP193,5,13.072362474273454,77.59208014536118,3,3.0,Medium,4,1.35,36.18604651162791,Medium Opportunity
OPP194,3,12.85734464867942,77.61973155510026,4,4.0,Medium,5,0.74,35.58139534883721,Medium Opportunity
OPP195,3,12.86742525370134,77.57458986150144,4,4.0,Medium,5,0.4,35.58139534883721,Medium Opportunity
OPP196,3,12.873046549112116,77.65573065624467,4,4.0,Medium,5,0.5,35.58139534883721,Medium Opportunity
OPP197,5,13.035234622206229,77.64618213262698,4,4.0,Medium,5,0.38,35.58139534883721,Medium Opportunity
OPP198,3,12.885977365661134,77.68320680661971,3,3.0,Medium,5,0.85,34.18604651162791,Medium Opportunity
OPP199,2,12.992039197635032,77.53659809493956,3,3.0,Medium,5,0.16,34.18604651162791,Medium Opportunity
OPP200,2,12.998217608763255,77.5365787678192,3,3.0,Medium,5,0.75,34.18604651162791,Medium Opportunity
OPP201,1,13.017160692472602,77.76647430849705,3,3.0,Medium,5,0.77,34.18604651162791,Medium Opportunity
OPP202,1,13.015808271790767,77.77216721192835,3,3.0,Medium,5,1.4,34.18604651162791,Medium Opportunity
OPP203,5,13.07210001022631,77.57190219047989,3,3.0,Medium,5,1.07,34.18604651162791,Medium Opportunity
OPP204,5,13.075306079481718,77.60262767411633,3,3.0,Medium,5,1.17,34.18604651162791,Medium Opportunity
OPP205,5,13.078652982566794,77.55337036436474,3,3.0,Medium,5,1.13,34.18604651162791,Medium Opportunity
OPP206,2,12.937753249076254,77.5996587668096,43,43.0,High,10,0.94,80.0,Low Opportunity
OPP207,2,12.955067260596858,77.60013975501445,38,38.0,High,7,0.62,79.02325581395348,Low Opportunity
OPP208,2,12.937413028947747,77.59089663333584,36,36.0,High,7,1.12,76.23255813953489,Low Opportunity
OPP209,4,12.946238148496597,77.618930340676,36,36.0,High,8,0.34,74.23255813953489,Low Opportunity
OPP210,2,12.9636419693728,77.6095396427957,33,33.0,High,6,0.42,74.04651162790697,Low Opportunity
OPP211,3,12.928544554002817,77.60931565371756,40,40.0,High,11,0.12,73.81395348837208,Low Opportunity
OPP212,4,12.954487818990382,77.61926473044412,35,35.0,High,8,1.23,72.83720930232558,Low Opportunity
OPP213,2,12.927711207892074,77.59060235141972,33,33.0,High,7,0.22,72.04651162790697,Low Opportunity
OPP214,2,12.928144700297224,77.58211742234114,33,33.0,High,8,0.83,70.04651162790697,Low Opportunity
OPP215,2,12.954311975666206,77.60890531516588,34,34.0,High,9,0.42,69.44186046511628,Low Opportunity
OPP216,4,12.937429540973564,77.62795785799423,35,35.0,High,10,0.15,68.83720930232558,Low Opportunity
OPP217,2,12.919282308486101,77.59107214939233,32,32.0,High,8,0.78,68.65116279069767,Low Opportunity
OPP218,4,12.94599977063066,77.62723381256474,29,29.0,High,6,0.4,68.46511627906978,Low Opportunity
OPP219,2,12.96376398486708,77.60078137622392,31,31.0,High,8,0.3,67.25581395348837,Low Opportunity
OPP220,2,12.94551356179625,77.59137561679795,28,28.0,High,6,0.59,67.06976744186046,Low Opportunity
OPP221,4,12.928328899351829,77.63775772521177,36,36.0,High,12,0.12,66.23255813953489,Low Opportunity
OPP222,4,12.96312461585815,77.61777536847556,26,26.0,High,6,1.23,64.27906976744185,Low Opportunity
OPP223,3,12.919700809204873,77.61929819651357,33,33.0,High,11,0.49,64.04651162790697,Low Opportunity
OPP224,2,12.955663303094825,77.59133305674524,30,30.0,High,9,0.5,63.86046511627907,Low Opportunity
OPP225,2,12.927975737746209,77.57245824055683,28,28.0,High,8,0.24,63.06976744186046,Low Opportunity
OPP226,2,12.964549458992936,77.59191514146485,28,28.0,High,8,1.17,63.06976744186046,Low Opportunity
OPP227,2,12.95461495100576,77.58181536464996,24,24.0,High,6,0.31,61.48837209302325,Low Opportunity
OPP228,4,12.937087391993366,77.63735289448829,25,25.0,High,7,1.09,60.883720930232556,Low Opportunity
OPP229,2,12.94563508137403,77.59964519456959,25,25.0,High,7,0.31,60.883720930232556,Low Opportunity
OPP230,4,12.96363498593648,77.6372692033312,25,25.0,High,7,0.94,60.883720930232556,Low Opportunity
OPP231,2,12.973197515085051,77.58996980720913,23,23.0,High,6,1.58,60.09302325581395,Low Opportunity
OPP232,3,12.9191288950938,77.60011987573765,34,34.0,High,14,0.87,59.44186046511628,Low Opportunity
OPP233,2,12.944904223326406,77.58098048572893,25,25.0,High,8,0.37,58.883720930232556,Low Opportunity
OPP234,4,12.973628653723777,77.61863174329623,25,25.0,High,8,1.0,58.883720930232556,Low Opportunity
OPP235,2,12.945776719206592,77.57198112179273,23,23.0,High,7,0.35,58.09302325581395,Low Opportunity
OPP236,3,12.891680354615564,77.61860588551926,27,27.0,High,10,0.33,57.67441860465116,Low Opportunity
OPP237,2,12.936731324470784,77.57290370968033,21,21.0,High,6,0.56,57.302325581395344,Low Opportunity
OPP238,4,12.972930051062855,77.62739484645266,22,22.0,High,7,1.05,56.69767441860465,Low Opportunity
OPP239,3,12.927871937471217,77.61783600837822,32,32.0,High,14,0.32,56.651162790697676,Low Opportunity
OPP240,3,12.908970808777275,77.58069538784343,23,23.0,High,8,0.79,56.09302325581395,Low Opportunity
OPP241,2,12.981447498835799,77.60024878771678,23,23.0,High,8,0.17,56.09302325581395,Low Opportunity
OPP242,4,12.919797852487385,77.65491013581098,24,24.0,High,9,0.62,55.48837209302326,Low Opportunity
OPP243,4,12.97367782915265,77.63627512771305,21,21.0,High,7,0.15,55.302325581395344,Low Opportunity
OPP244,3,12.910141963358269,77.59139213164897,28,28.0,High,12,0.18,55.06976744186046,Low Opportunity
OPP245,3,12.910843378621532,77.60004844933886,28,28.0,High,12,0.33,55.06976744186046,Low Opportunity
OPP246,2,12.973260038791048,77.56311235549046,19,19.0,High,6,0.8,54.51162790697674,Low Opportunity
OPP247,5,12.990754305033002,77.59990715754246,20,20.0,High,7,0.21,53.90697674418604,Low Opportunity
OPP248,5,12.999311598483189,77.60890516642648,20,20.0,High,7,0.53,53.90697674418604,Low Opportunity
OPP249,3,12.920057252310778,77.62854133084709,27,27.0,High,12,0.9,53.67441860465116,Low Opportunity
OPP250,2,12.946593244287675,77.60893541591783,21,21.0,High,8,0.98,53.302325581395344,Low Opportunity
OPP251,4,12.98176875791596,77.61892900987965,18,18.0,High,6,0.69,53.116279069767444,Low Opportunity
OPP252,5,13.01838825585913,77.60041171186538,18,18.0,High,6,0.91,53.116279069767444,Low Opportunity
